age,income,credit_score,loan_amount,monthly_spend,experience_years,employment_type,education_level,region,risk_tolerance,financial_capacity_index,household_cashflow_score,behavior_score,loan_default
32.24990915,11988.01199,658.6367808,7738.528233,3333.763373,7,salaried,high_school,south,high,11.98801199,12.8429957,51.13891832,0
35.77209228,23188.51279,753.2838256,10971.27462,3607.604077,17,salaried,bachelor,west,low,23.18851279,16.13238025,48.02125502,0
24.72398031,12641.56185,,27779.55198,6053.922363,19,salaried,bachelor,west,high,12.64156185,16.81478404,45.51475429,1
23.64552051,25673.90161,586.1254701,26982.29932,12398.71143,31,self_employed,high_school,west,medium,25.67390161,34.08099168,39.39888395,0
47.75030987,12871.77497,732.0556243,22904.03428,1000.503787,28,student,bachelor,west,high,12.87177497,16.10546983,47.65241938,1
54.27488034,17242.61986,665.6586335,6231.379832,2858.410314,17,,phd,west,low,17.24261986,16.81068555,36.88670438,0
37.13587854,12118.76992,682.1977106,17132.7714,2389.720671,6,salaried,high_school,north,medium,12.11876992,14.843928,44.36695062,0
50.04239477,32554.85348,792.5304814,10200.00089,4217.508158,0,salaried,high_school,east,high,32.55485348,33.27985526,48.8999997,0
42.3396323,36866.94651,678.560761,29412.26603,3542.312413,27,salaried,bachelor,north,medium,36.86694651,44.58204502,52.60043103,0
30.25856294,19134.10565,700.2428571,15330.22293,2248.374986,32,salaried,bachelor,south,low,19.13410565,21.03599123,52.42651011,0
42.33674727,22537.65617,597.4753556,11314.01831,2094.935929,3,,high_school,north,low,22.53765617,27.06561492,54.94419801,0
56.4564388,9235.82434,,20238.36932,1220.28451,19,salaried,bachelor,south,medium,9.23582434,15.55631245,54.08937209,1
37.57008753,18401.62052,722.6668232,14878.76435,6570.132416,30,self_employed,phd,east,medium,18.40162052,22.87232707,67.9350251,0
56.77572387,21372.86124,571.1238386,31869.95128,4304.272208,27,salaried,high_school,west,medium,21.37286124,22.61216539,66.57859034,1
18,106135.9241,694.0591565,14121.51282,6211.853237,2,salaried,bachelor,east,low,106.1359241,101.2074353,46.15498273,0
47.86283005,11302.9585,687.0553751,8806.173926,2325.483122,5,salaried,high_school,north,high,11.3029585,14.23038146,59.18992488,0
39.04456482,53024.34058,682.8901219,2776.691874,1762.575948,22,salaried,bachelor,north,medium,53.02434058,59.23512094,48.24517231,0
34.41191179,40059.2651,752.6011229,19753.70798,1258.087446,6,self_employed,bachelor,east,low,40.0592651,33.34235236,33.28479423,0
39.10112932,26065.86395,703.410696,15504.55909,3972.433138,0,salaried,bachelor,east,low,26.06586395,29.18571529,56.64991239,0
18,63270.36244,783.4650329,8568.763148,1297.46212,5,,bachelor,north,medium,63.27036244,65.08919897,44.72301857,0
35.36393735,27536.37904,610.4487339,29513.81169,13081.18811,23,salaried,high_school,east,medium,27.53637904,17.26526664,43.20887051,0
42.28535086,27819.58415,689.5147197,25337.96118,1047.211227,23,,master,south,medium,27.81958415,30.54687793,44.16724596,0
55.73472854,21335.49951,685.912675,19774.25697,3710.522923,28,student,bachelor,south,medium,21.33549951,29.17712121,42.45429142,0
31.78075738,45896.37099,605.1521854,30914.60995,10440.876,31,unemployed,high_school,north,low,45.89637099,47.46173755,68.32464818,0
28.29807677,42526.45111,746.9406501,25300.28827,4813.943143,24,,master,north,high,42.52645111,33.49252853,37.94790996,0
31.97891548,15132.40315,842.7271314,13417.15279,3430.76645,9,self_employed,high_school,east,high,15.13240315,17.72869843,48.46279901,0
48.98482541,9981.130937,678.8095748,11686.23869,1373.631281,34,salaried,bachelor,east,low,9.981130937,16.16702348,33.11564341,0
41.94501332,19500.81654,715.3514762,26543.85236,986.9157234,24,salaried,bachelor,west,high,19.50081654,16.12909811,42.68365026,0
31.64287755,13629.29585,685.9162933,23170.93565,5519.486376,26,salaried,bachelor,south,medium,13.62929585,13.20084917,36.86372547,0
44.1592092,21202.73062,630.0490731,21357.98214,9945.920963,31,unemployed,high_school,north,medium,21.20273062,20.27743558,55.16560062,0
39.16493059,46279.89353,552.5467806,13228.01758,2098.378133,11,salaried,high_school,north,medium,46.27989353,48.1531276,34.76269038,0
49.62373989,16741.04901,630.5958562,24863.58054,1198.409804,3,unemployed,high_school,north,high,16.74104901,15.57135345,64.30958814,1
29.57536287,21467.72603,582.5629133,13956.00893,417.1577533,25,salaried,bachelor,north,high,21.46772603,28.98922638,36.85646856,0
34.06805424,22806.79144,799.2871455,19184.10676,1360.201494,2,salaried,bachelor,west,medium,22.80679144,30.22803652,39.61017647,0
,36645.9622,671.9423214,31575.55317,2721.87028,16,student,bachelor,south,low,36.6459622,34.70132214,56.74493461,0
20.43782062,5720.814101,655.785647,14713.32611,10713.91446,8,unemployed,master,west,medium,5.720814101,12.92339416,68.78445215,1
41.55344332,15305.68831,,7416.085943,5107.712615,28,student,master,south,low,15.30568831,7.712651696,45.63367388,0
41.13266327,25003.47803,601.4774228,11579.62247,3804.988788,0,self_employed,bachelor,north,medium,25.00347803,21.79287773,55.94346801,0
38.06136148,45254.04665,626.3195173,27954.39061,2164.412565,17,salaried,bachelor,south,high,45.25404665,49.6212218,39.55415413,0
35.1849544,16397.07971,684.7650588,22037.8491,1869.576897,19,salaried,high_school,north,low,16.39707971,17.51240079,44.89214682,0
21.0155511,7144.287579,,18968.98097,9177.573077,33,salaried,master,west,low,7.144287579,8.360133545,48.91374031,1
32.95225613,31946.78624,715.1179532,15927.24956,3500.254057,27,salaried,master,south,medium,31.94678624,34.82712716,41.72332737,0
33.8874258,15044.72284,697.38276,23882.87926,554.4182947,34,unemployed,high_school,east,low,15.04472284,13.27861047,61.40380255,0
28.37267277,10788.11134,685.4682415,13207.16119,1739.178722,15,self_employed,bachelor,south,low,10.78811134,17.62214374,58.02047309,0
36.06457146,15144.50087,708.0165099,22445.32455,1500.310213,20,student,master,north,medium,15.14450087,19.2804813,44.68400805,0
42.84861028,19717.95233,694.1157034,14149.96345,1925.592117,12,,high_school,east,high,19.71795233,19.96321181,25.47917174,0
60.63423081,15323.65821,607.9019408,12818.72492,4676.608881,34,self_employed,bachelor,north,medium,15.32365821,20.63035845,42.74113536,0
40.09493375,5864.428804,683.2255455,14900.10052,2735.430467,31,unemployed,high_school,east,medium,5.864428804,8.632465708,62.59011755,0
41.09060469,37731.09061,604.8417939,16996.74043,2803.174137,5,salaried,bachelor,east,medium,37.73109061,37.64470135,48.75169074,0
37.10664901,47331.20229,685.675778,19609.36131,8525.172436,12,salaried,high_school,south,low,47.33120229,47.22309312,60.23512404,0
18,32562.38917,646.3546441,21883.64636,1707.577756,12,self_employed,high_school,south,high,32.56238917,27.84127385,66.51641862,0
37.68183349,11129.87928,850,1000,13244.79098,11,self_employed,high_school,east,medium,11.12987928,8.66609093,56.06839476,0
38.72276252,19518.24757,677.2073931,13538.79554,1742.287052,32,unemployed,master,east,high,19.51824757,19.3557391,61.30227555,0
67.55890535,21940.44927,581.7032304,16867.44018,3201.448227,27,salaried,bachelor,east,high,21.94044927,23.17302804,44.30805127,1
35.69166842,31548.35205,670.6073853,32040.49631,2380.431669,2,salaried,bachelor,north,low,31.54835205,27.9999013,61.63232866,0
41.61856811,32892.64295,716.3551122,11359.97913,3290.304217,17,salaried,bachelor,south,high,32.89264295,34.12701701,47.8843301,0
37.58345876,14178.69437,797.1354762,21302.37294,4254.249293,25,salaried,high_school,north,high,14.17869437,12.12627069,42.33277659,0
23.97586355,23137.20794,638.738332,31960.24248,4217.796828,1,self_employed,phd,south,medium,23.13720794,20.40891256,71.14597619,0
51.71387377,28980.20364,569.2300418,9496.25176,1631.90959,3,salaried,master,west,low,28.98020364,32.52423187,49.79946859,0
47.02319639,52759.19734,737.1785908,23151.80181,1213.990636,27,unemployed,bachelor,north,medium,52.75919734,55.05035966,42.87441029,0
47.49238336,33614.20162,583.3580906,13581.82533,22082.42744,27,unemployed,bachelor,south,low,33.61420162,33.98870665,54.25061433,0
27.08735054,35363.44762,649.4691191,15962.93006,2023.962552,24,salaried,bachelor,east,medium,35.36344762,38.99679639,39.14226701,0
54.83353173,23162.64143,661.966566,13575.11333,5215.394183,25,salaried,high_school,east,low,23.16264143,17.5837901,37.44365371,0
,51342.56874,675.1256583,14145.14153,823.7663646,1,salaried,high_school,south,medium,51.34256874,46.7321451,47.90185865,0
45.04228513,28165.62883,728.241512,41775.29718,2383.463174,33,student,bachelor,east,high,28.16562883,27.07791725,35.59901923,1
64.28546751,13139.09287,632.1456002,26755.64698,2692.540613,29,salaried,phd,east,low,13.13909287,12.88509215,45.25549076,1
26.1135641,51124.64666,660.8389523,28813.90289,4351.396278,20,salaried,high_school,west,medium,51.12464666,55.96864094,36.8824594,0
31.20442724,33481.28696,679.0010753,23935.94789,337.6590597,22,salaried,bachelor,west,low,33.48128696,31.01221948,59.80321347,0
39.19581638,16884.87597,690.471857,7149.945693,3404.701299,32,self_employed,high_school,west,medium,16.88487597,14.18988201,66.84560976,0
31.95829215,16519.62289,686.8479022,23159.66376,1188.214258,1,salaried,high_school,north,medium,16.51962289,22.29479545,36.10371758,1
19.39203883,26316.34024,710.5204043,28583.43692,3864.070996,26,self_employed,bachelor,west,low,26.31634024,21.42647074,71.31589113,0
38.8227557,29083.05198,739.0687657,13172.80421,1301.062663,21,unemployed,high_school,west,medium,29.08305198,34.74393735,57.6049991,0
25.25235544,24794.45601,707.4843881,27722.61334,1503.594484,33,salaried,master,west,high,24.79445601,25.33378578,52.4300913,0
43.68310917,132750.0235,711.7509866,25634.68968,2394.902769,15,salaried,bachelor,south,low,26.55000471,23.19019113,34.77221083,0
26.96690919,61082.1174,,34816.32036,1284.51491,19,salaried,high_school,east,medium,61.0821174,56.8233972,33.58576955,0
56.59921286,41895.17279,683.5159389,16657.7359,2037.690714,25,salaried,bachelor,south,medium,41.89517279,41.79900716,49.63946007,0
,24695.62434,713.5655284,11219.11214,1147.452315,15,salaried,master,west,low,24.69562434,28.45267561,48.27342565,0
34.13526181,38746.13735,731.0258836,17106.97513,687.7762993,5,salaried,high_school,north,high,38.74613735,39.45246322,47.0523487,0
47.76220661,11854.77072,631.5354458,31484.56795,6730.23703,22,student,bachelor,south,medium,11.85477072,16.67839361,50.48699573,1
23.2296282,27966.32061,633.8672508,5372.752953,1056.969411,7,self_employed,master,west,low,27.96632061,32.96856897,42.85566884,0
40.72951922,65224.06728,639.8129527,3452.994277,2583.900324,5,salaried,high_school,north,low,65.22406728,70.55537913,47.76096861,0
53.68571305,19325.33992,717.548973,20715.16223,5444.236827,21,salaried,master,north,medium,19.32533992,23.95129919,49.95577987,0
18.71020119,13245.58599,752.3716738,16459.28566,1822.646269,5,self_employed,high_school,north,medium,13.24558599,10.84313898,75.71105306,1
40.2156063,14894.49062,651.4777925,20061.82315,1540.507644,31,salaried,high_school,east,medium,14.89449062,19.09883742,27.30277521,0
,11455.44197,,27562.49417,3572.391259,16,salaried,bachelor,north,medium,11.45544197,22.33995722,53.7534605,1
47.38187446,13754.79618,688.6435866,15579.44523,7290.643248,16,salaried,high_school,west,medium,13.75479618,18.91662689,50.84398011,0
23.15659147,17635.95757,671.2999956,5015.953353,1169.752875,22,unemployed,bachelor,south,medium,17.63595757,16.05012383,50.20443781,0
22.15452064,9477.347803,665.2031039,36355.85246,2643.559899,12,salaried,bachelor,south,medium,9.477347803,6.766944249,53.66443032,1
44.26329879,22233.84598,732.2627955,12022.1737,745.462122,31,self_employed,high_school,west,high,22.23384598,23.24812662,69.82958239,0
,37849.24473,702.7904472,11527.70302,2176.425643,21,salaried,master,east,high,37.84924473,42.45991711,53.45323056,0
41.0059142,12776.28877,839.3077799,28829.76011,3063.654452,6,self_employed,bachelor,east,medium,12.77628877,13.92511871,35.05340341,0
42.15737851,54806.84392,620.344275,16924.08703,1504.626971,21,self_employed,bachelor,north,medium,54.80684392,50.36701602,53.59283692,0
29.83970334,29925.76976,716.2671191,19492.88118,2068.143312,20,student,bachelor,west,low,29.92576976,34.31431934,48.40244973,1
40.78704437,40878.04298,642.9559293,23862.32099,966.246121,5,salaried,high_school,north,low,40.87804298,46.38665933,43.83507065,0
41.51686968,14843.23178,619.1499109,28668.66482,3170.55804,13,salaried,bachelor,north,medium,14.84323178,10.75121707,51.87024713,0
29.42778298,36780.20737,679.2393004,17332.31445,6936.519392,15,salaried,master,west,medium,36.78020737,42.31993238,48.82058531,0
60.38929413,11439.63844,689.6146736,32159.61605,1239.278834,2,salaried,high_school,east,low,11.43963844,12.27571677,47.72887833,1
43.68599505,37577.03985,850,2913.60121,1811.413189,8,salaried,bachelor,east,medium,37.57703985,40.76548305,48.97928435,0
,24418.67784,667.1097929,26078.2979,4456.134643,20,unemployed,bachelor,south,high,24.41867784,27.42906261,38.25035431,0
45.8786433,30697.93698,600.8874889,13283.77954,7861.027291,29,salaried,high_school,west,high,30.69793698,32.75217725,57.16859981,1
26.30381996,10879.58348,699.1107502,30978.17053,902.7522479,29,self_employed,master,north,medium,10.87958348,9.101505152,48.62265374,1
47.44501524,12873.91042,534.7751974,21136.35583,2604.438047,31,salaried,high_school,west,medium,12.87391042,15.63134009,52.64542267,1
51.90314695,31518.7199,673.5630252,14616.75734,3738.742702,22,,high_school,north,low,31.5187199,32.37943666,41.34488843,0
28.15181218,12468.87973,681.1217698,25302.72874,2747.247794,2,salaried,high_school,south,medium,12.46887973,14.36574322,38.80598489,1
49.56051355,29083.42709,735.6220268,27145.50678,410.9889574,0,salaried,bachelor,south,high,29.08342709,28.30094624,46.28331051,0
42.95337112,9698.410801,748.1535575,25135.15298,4450.946314,2,salaried,high_school,south,high,9.698410801,11.86803132,49.71043488,0
47.86472192,36640.31909,644.7501267,11762.43008,10051.41883,6,student,master,south,medium,36.64031909,37.37076695,45.89024594,0
60.76151579,10514.24214,669.457019,16127.86301,3272.565134,2,salaried,bachelor,north,low,10.51424214,5.713258767,50.85854943,1
35.05534261,30680.42054,626.3715419,19967.4173,1306.510547,2,self_employed,high_school,east,medium,30.68042054,33.97861308,28.47388345,0
28.95516603,32060.45314,601.0356212,19669.92278,1977.321051,3,student,bachelor,north,medium,32.06045314,38.10339836,70.03740615,0
27.32582684,14500.47823,701.6926346,25997.9638,12282.49619,30,salaried,bachelor,south,high,14.50047823,16.84386339,42.33827452,1
28.21027658,31232.54504,590.8490116,3880.79014,6173.184022,1,student,high_school,east,low,31.23254504,31.00450143,38.41267233,0
37.07477949,25751.94296,650.976117,22674.61644,4974.207273,13,salaried,high_school,west,medium,25.75194296,28.30910786,61.43486159,0
42.0938237,15941.72056,610.3378228,17680.14916,3964.480352,30,salaried,high_school,north,low,15.94172056,12.96120918,38.37134482,1
41.32028959,12026.49233,718.477823,13291.99507,1756.520795,1,salaried,high_school,west,medium,12.02649233,16.28097211,52.0196427,0
47.92619899,6784.694768,806.1001069,14060.10578,2539.044366,30,,master,south,medium,6.784694768,11.39080695,38.37004321,0
38.1560227,27167.86251,588.8888412,18283.69868,2800.804038,21,self_employed,bachelor,west,medium,27.16786251,27.58565452,46.96111253,0
55.44240893,8613.778378,550.2887062,1000,4626.979012,9,unemployed,master,east,medium,8.613778378,9.462735994,47.08585029,0
34.824118,23323.26221,671.257918,14389.68343,9967.998748,29,salaried,master,east,medium,23.32326221,18.78938572,42.49645315,0
70.64203,18805.99668,,12993.4814,7293.001797,32,salaried,high_school,east,low,18.80599668,22.15598451,58.75069941,0
45.50800817,33106.52478,695.3061515,24262.26567,957.6597189,18,salaried,master,north,low,33.10652478,32.70698478,64.17080653,0
27.71410932,18375.48467,648.7575639,13555.78654,3565.986366,24,self_employed,high_school,west,high,18.37548467,6.126569732,42.34646298,0
25.14929002,18075.83655,665.9552491,18279.0896,5374.445453,0,salaried,high_school,west,low,18.07583655,19.0926481,51.30724258,0
43.78966898,34170.65188,705.7257287,32338.21302,4890.687982,31,salaried,bachelor,west,low,34.17065188,34.39470627,36.79946613,0
35.31844658,26931.04037,752.8301625,27954.81216,1801.928915,24,self_employed,high_school,south,low,26.93104037,22.5106344,51.05774178,0
46.56800593,26627.33435,543.1465861,27218.1712,30677.57997,16,salaried,high_school,north,low,26.62733435,32.11788956,58.210504,0
43.67885149,29189.38964,654.1742393,16001.02056,1073.127273,13,,bachelor,north,medium,29.18938964,27.70695092,51.12639028,0
37.12605305,8766.18273,694.9666156,24344.25823,1253.192084,12,salaried,master,west,medium,8.76618273,5.385888669,44.33454644,1
27.83847538,34685.36809,615.7416727,18128.8176,3593.478899,1,unemployed,high_school,north,high,34.68536809,40.99439428,47.43964945,0
19.8218333,31808.25978,801.1818742,18431.25431,16210.95365,31,salaried,high_school,west,medium,31.80825978,34.56018434,45.18371197,0
32.64182058,11967.98112,,23277.48275,1526.975285,31,salaried,bachelor,west,low,11.96798112,7.418254901,47.89139984,0
48.27678553,19025.80921,677.1095119,15224.05129,2409.89223,5,,bachelor,west,medium,19.02580921,19.44449609,43.4723598,0
40.56912493,21513.06335,718.9215468,31944.02484,7057.420803,24,self_employed,high_school,east,high,21.51306335,18.12166278,51.73020865,1
23.05113466,20318.80172,638.6100648,18718.95888,2938.663826,2,student,master,south,high,20.31880172,14.53857012,38.001602,0
40.07817111,26911.68828,550.7398867,24946.88453,2280.880693,17,salaried,bachelor,north,medium,26.91168828,20.89939597,22.12157131,0
42.62380856,51990.69655,649.9941831,31644.80383,4686.804667,2,unemployed,bachelor,south,low,51.99069655,56.55030825,60.65492974,0
27.39371077,42152.95369,752.0608389,28253.2302,3707.134155,4,salaried,master,east,high,42.15295369,39.12580601,49.41738931,0
,10023.30824,656.4173411,8728.647178,6797.777697,23,salaried,master,north,medium,10.02330824,5.407305129,51.1836457,0
38.69850462,31992.02699,620.7495989,23559.16716,8376.413439,33,salaried,high_school,west,medium,31.99202699,31.60157464,42.50870957,0
24.28435643,48891.55649,744.7970547,26805.75516,3810.830594,23,student,high_school,south,low,48.89155649,62.80503072,45.69618283,0
42.29344832,27780.37492,656.8457573,27134.90418,3764.559672,27,self_employed,master,east,medium,27.78037492,30.77208842,39.34036207,0
44.72941432,42386.62974,644.288743,11093.64133,3537.900623,33,salaried,phd,north,low,42.38662974,47.43914009,61.77300909,0
50.99661492,73670.83452,690.4619263,14743.7181,4408.564677,15,salaried,bachelor,north,low,73.67083452,70.50727171,44.98125199,0
50.64562462,40709.86509,733.9525147,27956.46589,3115.473762,6,,bachelor,south,low,40.70986509,43.76396319,34.55257925,0
21.46796758,25580.48813,,13905.91703,2979.507252,17,salaried,bachelor,south,low,25.58048813,26.1689069,56.75687797,0
26.74609952,41235.42865,737.9065275,17602.43155,7764.378523,5,salaried,high_school,north,medium,41.23542865,38.64349812,61.35102515,0
44.18042321,24026.98133,761.1887976,32607.00648,10025.55833,27,self_employed,phd,north,low,24.02698133,23.51945061,48.17445745,1
44.16543141,22344.64169,,19617.606,892.4385362,33,self_employed,bachelor,east,low,22.34464169,19.67900563,65.09738278,0
44.18057224,17839.16248,608.1892326,14185.8069,3004.952144,28,unemployed,master,west,low,17.83916248,18.95520281,52.94389714,0
75,56277.38327,684.3631945,12979.06115,1718.220521,3,salaried,bachelor,west,low,56.27738327,56.42005486,48.74774139,1
44.85068613,13479.73601,687.5018941,22661.75464,2324.413032,13,salaried,master,east,medium,13.47973601,10.64888002,49.08035188,0
51.62678768,55238.78624,604.5041081,9334.815932,4113.431886,4,salaried,high_school,north,low,55.23878624,55.21077238,54.99146995,0
49.44802116,29730.19498,667.7293829,18021.31229,5092.635203,24,self_employed,master,south,low,29.73019498,34.75676836,60.77679721,0
45.81669502,9513.016476,707.9522321,22665.84428,2725.204759,7,salaried,phd,south,medium,9.513016476,4.01761705,55.20270351,1
34.21676906,27462.85315,705.2275377,30393.19856,645.0499349,14,unemployed,bachelor,north,low,27.46285315,25.36117175,52.60748535,0
47.10763065,6247.796343,715.3001497,25340.38464,1377.41459,18,self_employed,bachelor,east,low,6.247796343,8.085733745,50.7101576,1
28.72609743,32058.08877,700.3675311,14287.47906,6107.05376,10,salaried,high_school,north,high,32.05808877,29.75790853,57.01322827,0
35.15817672,37464.1176,644.5093939,29427.35454,332.8389909,19,salaried,bachelor,south,medium,37.4641176,44.54338948,43.62629462,0
